,index,eventId,seriesId,matchId,teamId,teamName,map,oppTeamId,oppTeamName,teamScore,atkFirst,won,acs,kills,firstKills,deaths,firstDeaths,assists,damage,headshots,bodyshots,legshots,plants,defusals,clutches,clutchOpponents,clutchOpportunities,KDR,KD,FKD,KDA,spentCreds,loadoutValue,avgEconRating,dates
367,368,566,14156,29043,3999,TAIP,Split,116,NRG,3,1,0,150.9375,39,3,71,13,12,90.825,34,121,7,4,0,0,45,13,0.5492957746478874,-32,-10,39.16901408450704,2491.25,3045.625,36.45760160561967,2021-07-01
366,367,566,14156,29043,116,NRG,Split,3999,TAIP,13,0,1,242.9875,71,13,39,3,22,150.1125,61,118,12,1,3,1,14,4,1.8205128205128205,32,10,71.56410256410257,2106.875,3966.25,71.24888757045387,2021-07-01
365,366,566,14156,29042,3999,TAIP,Ascent,116,NRG,3,1,0,178.225,47,7,71,9,12,105.75,34,131,8,4,0,1,39,14,0.6619718309859155,-24,-2,47.16901408450704,2510.625,2952.5,42.120985810306195,2021-07-01
364,365,566,14156,29042,116,NRG,Ascent,3999,TAIP,13,0,1,241.6,71,9,47,7,21,146.35,61,103,12,3,1,2,14,5,1.5106382978723405,24,2,71.44680851063829,2481.875,4161.875,58.967514479979855,2021-07-01
363,364,566,14135,28981,3251,UNNAMED,Bind,3706,RB,1,0,0,125.61428571428571,25,3,63,11,9,85.32857142857142,24,82,0,0,0,0,43,12,0.3968253968253968,-38,-8,25.142857142857142,2397.8571428571427,2714.285714285714,35.58534405719392,2021-07-01
362,363,566,14135,28981,3706,RB,Bind,3251,UNNAMED,13,1,1,239.4857142857143,63,11,25,3,23,144.9,53,95,6,10,0,1,6,2,2.52,38,8,63.92,1990.0,3637.1428571428573,72.8140703517588,2021-07-01
361,362,566,14135,28980,3251,UNNAMED,Icebox,3706,RB,13,1,1,237.02666666666667,67,9,37,6,23,141.78666666666666,48,136,12,12,2,1,10,3,1.8108108108108107,30,3,67.62162162162163,2355.3333333333335,3851.3333333333335,60.19813189923577,2021-07-01
360,361,566,14135,28980,3706,RB,Icebox,3251,UNNAMED,2,0,0,156.58666666666667,37,6,67,9,10,104.6,29,88,2,2,2,0,46,12,0.5522388059701493,-30,-3,37.149253731343286,2345.3333333333335,2962.0,44.59920409323478,2021-07-01
359,360,566,14135,28979,3251,UNNAMED,Ascent,3706,RB,10,0,0,200.0608695652174,76,9,86,14,35,125.43478260869566,63,181,16,10,3,2,48,15,0.8837209302325582,-10,-5,76.40697674418605,2598.2608695652175,3290.8695652173915,48.2764390896921,2021-07-01
358,359,566,14135,28979,3706,RB,Ascent,3251,UNNAMED,13,1,1,210.5304347826087,86,14,76,9,36,129.62608695652173,65,190,20,9,4,0,32,10,1.131578947368421,10,5,86.47368421052632,2439.5652173913045,3606.086956521739,53.1349135626448,2021-07-01
357,358,566,14138,28989,3989,UNNAMED,Ascent,3348,DNAD,7,1,0,184.09,63,4,80,16,19,115.13,44,147,11,4,2,1,45,14,0.7875,-17,-12,63.2375,2458.5,3342.5,46.82936750050844,2021-07-01
356,357,566,14138,28989,3348,DNAD,Ascent,3989,UNNAMED,13,0,1,221.19,80,16,63,4,34,132.54,55,189,18,6,1,1,25,8,1.2698412698412698,17,12,80.53968253968254,2506.5,3726.0,52.8785158587672,2021-07-01
355,356,566,14138,28988,3989,UNNAMED,Haven,3348,DNAD,4,0,0,142.6705882352941,38,5,73,12,14,86.58823529411765,34,139,27,1,0,0,48,13,0.5205479452054794,-35,-7,38.19178082191781,2434.1176470588234,2955.8823529411766,35.57274045432576,2021-07-01
354,355,566,14138,28988,3348,DNAD,Haven,3989,UNNAMED,13,1,1,234.72941176470587,73,12,38,5,35,142.3294117647059,42,168,20,7,1,1,15,5,1.9210526315789473,35,7,73.92105263157895,1872.3529411764705,3721.764705882353,76.0163367891926,2021-07-01
353,353,566,14130,28965,3984,UNNAMED,Bind,863,YFP,13,1,1,211.9,84,15,69,7,32,131.9909090909091,60,188,14,10,2,1,21,8,1.2173913043478262,15,8,84.46376811594203,2592.7272727272725,3577.2727272727275,50.908134642356245,2021-07-01
